,Day,Crop,Treatment,Addition,sample,timepoint,k_cl_weight,k_cl_volume_l,moisture_percent,dry_soil,nh4n_mgl_1,no3n_mgl_1,nh4n_mg_kg_1,no3n_mg_kg_1,total_N_mg_kg,net_N_mg_kg_1,Cumul_net_N_mg_kg_1,jar_id,event,CH4C_ug_g_T0,CH4C_flux_ug_g,CO2C_flux_ug_g,N2ON_flux_ug_g,sample_date,CH4C_flux_ug_g_d,CO2C_flux_ug_g_d,N2ON_flux_ug_g_d,CH4_flux_ug_g_d_avg,CO2_flux_ug_g_d_avg,N2O_flux_ug_g_d_avg,CH4_flux_ug_g_avg,CO2_flux_ug_g_avg,N2O_flux_ug_g_avg,cum_CH4_flux_ug_g,cum_CO2_flux_ug_g,cum_N2O_flux_ug_g,X16S,F1R2_Ave.g,CS001_Ave.g,F1R2.16S...,CS001.16S...,qnorB_Ave.g,qnorB.16S,cnorB_Ave.g,qnorB.cnorB,cnorB.16S,tot_nor.16S
217,0,Miscanthus,336N,Control,43,a,37.594,0.034809259,38.54459018,4.748044963,0.895764823,6.610102153,6.567105031,48.46052668,55.02763171,0,0,43,1,0.03416844,0.011510842,12.6122717,0.051457705,43,0.014301855,15.67034721,0.063934565,0,0,0,0,0,0,0,0,0,526159492.5,1881450.2,7609194.03,0.003575817,0.014461763,24753262.51,0.04704517,227955909.7,252709172.2,0.433244887,0.480290056
218,4,Miscanthus,336N,Control,43,b,37.089,0.034341667,38.54459018,4.096003065,0.410005157,6.336609521,3.437561013,53.12733622,56.56489723,1.537265522,1.537265522,43,2,0.041335152,0.001962993,12.09866204,0.134644187,43,0.001833938,11.30324827,0.125792147,0.008067897,13.48679774,0.094863356,0.032271587,53.94719096,0.379453425,0.032271587,53.94719096,0.379453425,4899545558,14179295.06,28310736.29,0.002894002,0.005778237,115371735.1,0.023547436,942672057.2,1058043792,0.192399896,0.215947332
219,15,Miscanthus,336N,Control,43,c,38.385,0.035541667,38.54459018,3.813922733,0.114331386,6.688334916,1.065445814,62.32810331,63.39354912,6.828651891,8.365917413,43,3,0.042257545,0.000766156,11.15658192,0.087202001,43,0.000758579,11.04624729,0.086339604,0.001296259,11.17474778,0.106065876,0.014258846,122.9222256,1.166724635,0.046530434,176.8694166,1.546178059,3106969452,15912180.59,36903545.93,0.005121447,0.011877666,101349539.9,0.032620063,633234211.9,734583751.8,0.203810891,0.236430954
220,30,Miscanthus,336N,Control,43,d,40.95,0.037916667,38.54459018,3.882138238,0.018734522,6.659567641,0.18297922,65.04369265,65.22667187,1.833122746,10.19904016,43,4,0.04216002,0.002336006,9.440912328,0.126658034,43,0.00208348,8.420336373,0.112966122,0.00142103,9.733291834,0.099652863,0.021315448,145.9993775,1.494792946,0.067845881,322.8687941,3.040971005,5400737744,15067742.95,33039026.67,0.002789942,0.006117503,135914575.4,0.025165928,481182364.4,617096939.8,0.089095673,0.114261601
221,59,Miscanthus,336N,Control,43,e,37.167,0.034413889,38.54459018,4.075108225,0.117810188,7.111830943,0.994895472,60.05871411,61.05360958,-4.173062288,6.025977871,43,6,0.041632758,0.001555817,6.932613064,0.525890295,43,0.001410061,6.283137371,0.47662273,0.001746771,7.351736872,0.294794426,0.050656359,213.2003693,8.549038354,0.11850224,536.0691634,11.59000936,1760826475,109518203.9,19152600.83,0.062197045,0.010877052,44767669.99,0.025424237,257189285.9,301956955.9,0.146061687,0.171485924
222,86,Miscanthus,336N,Control,43,f,37.85,0.035046296,38.54459018,4.222601209,0.118118535,5.852795043,0.980347651,48.57640566,49.55675331,-11.49685627,-5.4708784,43,7,0.047825534,-0.001927106,8.515047745,0.834370911,43,-0.001511881,6.680348729,0.654592766,-5.09e-05,6.48174305,0.565607748,-0.001374568,175.0070623,15.2714092,0.117127672,711.0762257,26.86141856,1549088051,4122513.5,13732542.94,0.002661252,0.008864921,34601313.77,0.02233657,230412199.8,265013513.5,0.148740544,0.171077114
223,0,Miscanthus,336N,Carbon,44,a,37.757,0.034960185,38.54459018,4.34121015,0.594220229,5.216099495,4.785312974,42.00575369,46.79106666,0,0,44,1,0.060672748,-0.017872314,104.5070528,0.864122266,44,-0.022269511,130.2193447,1.076725754,0,0,0,0,0,0,0,0,0,608848982.2,2859516.46,10226690.86,0.004696594,0.016796761,28311217.8,0.046499573,230907642.5,259218860.3,0.379252736,0.425752309
224,4,Miscanthus,336N,Carbon,44,b,40.874,0.037846296,38.54459018,3.320435793,0.464672512,0.207401392,5.296332968,2.363959141,7.660292109,-39.13077456,-39.13077456,44,2,0.042053427,0.000752576,24.29118325,0.229919048,44,0.000707913,22.84959589,0.216274246,-0.010780799,76.53447032,0.6465,-0.043123196,306.1378813,2.586000001,-0.043123196,306.1378813,2.586000001,6957465666,16576667.81,33781425.88,0.002382573,0.004855421,150624455.3,0.021649328,998420486.8,1149044942,0.143503473,0.165152801
225,15,Miscanthus,336N,Carbon,44,c,38.417,0.035571296,38.54459018,3.67687717,0.158304996,1.912472017,1.531493618,18.50187147,20.03336509,12.37307298,-26.75770158,44,3,0.038130374,0.004268295,13.38899789,0.876374431,44,0.004224727,13.2523332,0.867429068,0.00246632,18.05096455,0.541851657,0.027129525,198.56061,5.960368229,-0.015993671,504.6984913,8.546368229,365228703.9,1118808.7,3633503.29,0.00306331,0.00994857,10183025.36,0.02788123,54720210.56,64903235.92,0.149824507,0.177705737
226,30,Miscanthus,336N,Carbon,44,d,41.103,0.038058333,38.54459018,4.333835501,0.177977959,0.479427585,1.56294453,4.210177068,5.773121598,-14.26024349,-41.01794507,44,4,0.041517941,0.003040949,11.44632384,0.645662321,44,0.002712274,10.20917085,0.575877202,0.003468501,11.73075203,0.721653135,0.052027512,175.9612804,10.82479703,0.036033841,680.6597717,19.37116526,6497688948,21748402.39,40257688.63,0.003347098,0.006195693,153731386.9,0.023659395,515707692.9,669439079.8,0.079367864,0.103027259
227,59,Miscanthus,336N,Carbon,44,e,37.166,0.034412963,38.54459018,4.363334097,-0.036249289,5.326701923,0,42.01090081,42.01090081,36.23777921,-4.780165854,44,6,0.042177132,-0.002959813,10.31385816,0.542218897,44,-0.002682273,9.346731121,0.491375212,1.5e-05,9.777950985,0.533626207,0.000435021,283.5605786,15.47515999,0.036468861,964.2203503,34.84632525,1896472990,135612202.1,23825651.1,0.071507584,0.012563138,52125158.66,0.027485316,270989089.2,323114247.8,0.142891088,0.170376404
228,86,Miscanthus,336N,Carbon,44,f,37.76,0.034962963,38.54459018,4.033933101,0.009843211,8.211404773,0.08531322,71.1700055,71.25531872,29.24441791,24.46425206,44,7,0.047314779,-0.001341261,10.61515429,0.44881961,44,-0.001051855,8.324704378,0.351977038,-0.001867064,8.835717749,0.421676125,-0.050410721,238.5643792,11.38525537,-0.01394186,1202.78473,46.23158062,1423063160,2579771.52,11084811.21,0.00181283,0.007789402,33969053.54,0.023870377,207375860.4,241344913.9,0.145724987,0.169595363
229,0,Miscanthus,336N,Nitrogen,45,a,37.644,0.034855556,38.54459018,4.338751933,1.738315894,6.671963258,13.96483762,53.59951193,67.56434955,0,0,45,1,0.035476261,0.010111082,11.64666157,0.087809052,45,0.012609481,14.52449531,0.109506244,0,0,0,0,0,0,0,0,0,665328235.8,2714594.35,7769853.51,0.004080083,0.011678226,34733607.28,0.052205221,257985055.5,292718662.7,0.38775606,0.439961281
230,4,Miscanthus,336N,Nitrogen,45,b,37.712,0.034918519,38.54459018,4.305566012,1.44185147,10.4600498,11.69354206,84.83192257,96.52546463,28.96111508,28.96111508,45,2,0.041145527,0.00135848,8.462650432,0.593950261,45,0.001269772,7.910045841,0.555165764,0.006939627,11.21727058,0.332336004,0.027758507,44.86908231,1.329344016,0.027758507,44.86908231,1.329344016,4194003545,8339804.9,18592569.25,0.001988507,0.004433132,82555067.69,0.019684072,888004028.8,970559096.5,0.211731826,0.231415898
232,30,Miscanthus,336N,Nitrogen,45,d,41.157,0.038108333,38.54459018,4.11628335,0.318486875,10.28614121,2.948534628,95.22855076,98.17708539,32.23632646,30.61273584,45,4,0.041347478,0.002634208,7.359060028,0.655615431,45,0.002349398,6.56339974,0.584730404,-0.009328773,7.10665411,0.721963695,-0.139931589,106.5998117,10.82945542,-0.220727522,237.0486427,19.93779456,3477004387,10360748,21006887.05,0.002979791,0.006041663,75090674.02,0.02159637,364660819,439751493,0.104877871,0.126474242
233,59,Miscanthus,336N,Nitrogen,45,e,37.151,0.034399074,38.54459018,4.093544848,0.163121799,13.24052993,1.370752992,111.2634616,112.6342146,14.4571292,45.06986504,45,6,0.040882095,0.001640778,5.631689497,0.512447848,45,0.001486814,5.103233165,0.46436169,0.001918106,5.833316453,0.524546047,0.055625074,169.1661771,15.21183538,-0.165102448,406.2148199,35.14962993,1829573904,35532414.09,16980280.82,0.019421142,0.009281003,46488262.91,0.025409339,278609898.6,325098161.5,0.152281303,0.177690642
234,86,Miscanthus,336N,Nitrogen,45,f,37.75,0.034953704,38.54459018,4.285285727,0.167334591,11.6245172,1.364894685,94.81746508,96.18235977,-16.45185483,28.61801022,45,7,0.046304749,-0.002075657,5.924429331,0.486563686,45,-0.001627139,4.644250328,0.381424679,-7.02e-05,4.873741747,0.422893185,-0.001894393,131.5910272,11.41811599,-0.166996841,537.805847,46.56774593,836209652.8,16798862.64,7283171.39,0.020089295,0.008709743,18584650.65,0.02222487,152673313.1,171257963.7,0.182577793,0.204802663
235,0,Miscanthus,112N,Control,46,a,37.7,0.034907407,39.06003785,4.335268907,0.416841056,4.869189589,3.356387086,39.20651484,42.56290193,0,0,46,1,0.038226917,0.007371528,10.81432889,0.740448011,46,0.009218411,13.52378081,0.925961907,0,0,0,0,0,0,0,0,0,560484143.6,4685425.06,10442172.63,0.008359603,0.01863063,36016104.68,0.064258918,222090134.3,258106238.9,0.396246953,0.460505871
236,4,Miscanthus,112N,Control,46,b,38.011,0.03519537,39.06003785,4.184137801,0.28700361,5.782409246,2.414164838,48.63941981,51.05358465,8.490682722,8.490682722,46,2,0.042703573,0.00024496,9.699305763,1.1910306,46,0.000229127,9.072426307,1.114052656,0.004723769,11.29810356,1.020007282,0.018895077,45.19241424,4.080029127,0.018895077,45.19241424,4.080029127,6798829432,12322546.41,33979955.57,0.001812451,0.004997913,242215935.4,0.035626123,1352618378,1594834313,0.198948715,0.234574838
237,15,Miscanthus,112N,Control,46,c,38.28,0.035444444,39.06003785,4.236546169,0,4.342169808,0,36.32812919,36.32812919,-14.72545546,-6.234772736,46,3,0.046778264,-0.002573633,9.014254331,0.665217786,46,-0.002546459,8.919076226,0.658194003,-0.001158666,8.995751267,0.886123329,-0.012745323,98.95326393,9.747356624,0.006149755,144.1456782,13.82738575,3739177637,23668748.68,49483074.51,0.006329934,0.013233678,165321745,0.044213397,788338522.9,953660267.8,0.21083206,0.255045457
238,30,Miscanthus,112N,Control,46,d,41.231,0.038176852,39.06003785,4.099431254,-0.149876176,7.165596135,0,66.73118419,66.73118419,30.403055,24.16828226,46,4,0.043288835,0.002660752,9.645199733,0.317321572,46,0.002373023,8.602184823,0.283006976,-8.67e-05,8.760630525,0.470600489,-0.001300772,131.4094579,7.059007342,0.004848983,275.555136,20.88639309,5646787375,11851296.92,26695549.33,0.002098768,0.004727564,182242314.3,0.032273628,449058756.7,631301071.1,0.079524644,0.111798272
239,59,Miscanthus,112N,Control,46,e,37.2,0.034444444,39.06003785,4.009849509,-0.018124644,8.530635468,0,73.27781224,73.27781224,6.54662805,30.71491031,46,6,0.041777415,0.001209952,8.373558434,0.017946806,46,0.001096311,7.587099382,0.016261211,0.001734667,8.094642103,0.149634094,0.050305335,234.744621,4.339388712,0.055154318,510.299757,25.2257818,1315234912,81004897.76,20298423.09,0.06158968,0.015433306,55335554.97,0.042072754,219009680.7,274345235.7,0.166517539,0.208590293
240,86,Miscanthus,112N,Control,46,f,37.96,0.035148148,39.06003785,3.933674557,-0.147648169,8.078587211,0,72.18374983,72.18374983,-1.09406241,29.6208479,46,7,0.046448599,-0.000690251,10.48981998,0.003113223,46,-0.000540883,8.219848052,0.002439529,0.000277714,7.903473717,0.00935037,0.007498282,213.3937904,0.25245999,0.0626526,723.6935474,25.47824179,898200136.7,70665039.68,7761200.31,0.078674047,0.008640836,21868279.63,0.024346778,105416371.4,127284651,0.117364012,0.14171079
241,0,Miscanthus,112N,Carbon,47,a,36.173,0.033493519,39.06003785,4.142089227,0.310413553,6.323417381,2.510047829,51.13204606,53.64209389,0,0,47,1,0.035810645,0.008512193,98.96699391,0.209840533,47,0.010630091,123.5907304,0.262050445,0,0,0,0,0,0,0,0,0,821747388.3,5584015.02,12537308.3,0.006795294,0.015256889,56466170,0.068714754,319386947.2,375853117.2,0.388668041,0.457382795
242,4,Miscanthus,112N,Carbon,47,b,38.027,0.035210185,39.06003785,4.187794199,0.218669417,3.08135563,1.838531291,25.90745801,27.7459893,-25.89610459,-25.89610459,47,2,0.04246476,0.001158373,21.8568632,0.008337431,47,0.001083928,20.45219508,0.007801612,0.005857009,72.02146274,0.134926029,0.023428037,288.085851,0.539704114,0.023428037,288.085851,0.539704114,9149399271,21898997.7,45326156.09,0.00239349,0.004954004,263672424.9,0.02881855,1571150031,1834822455,0.17172166,0.20054021
243,15,Miscanthus,112N,Carbon,47,c,38.401,0.035556481,39.06003785,3.99217692,0.096741942,3.353575771,0.861635929,29.86875511,30.73039104,2.984401738,-22.91170285,47,3,0.040863005,0.003514419,15.97780715,0.006450642,47,0.003476197,15.80403592,0.006380487,0.002280062,18.1281155,0.007091049,0.025080685,199.4092705,0.078001544,0.048508722,487.4951215,0.617705658,4657691603,24525252.54,52900305.8,0.005265538,0.011357623,171370978,0.036793114,821793548.4,993164526.5,0.176437948,0.213231062
244,30,Miscanthus,112N,Carbon,47,d,41.369,0.03830463,39.06003785,4.208513786,-0.168610698,4.283794133,0,38.98980876,38.98980876,8.259417721,-14.65228513,47,4,0.043069965,0.00173841,17.50086137,0.012493689,47,0.001550389,15.60802682,0.011142413,0.002513293,15.70603137,0.00876145,0.037699393,235.5904705,0.131421749,0.086208115,723.085592,0.749127407,9011452533,20135004.32,30608264.65,0.002234379,0.003396596,276071792.3,0.03063566,673301568.9,949373361.3,0.074716209,0.105351868
245,59,Miscanthus,112N,Carbon,47,e,37.42,0.034648148,39.06003785,3.853843206,0,3.793369087,0,34.1044529,34.1044529,-4.88535586,-19.53764099,47,6,0.044896592,0.116587109,11.07892617,0.003304724,47,0.1056304,10.03774272,0.00299415,0.053590394,12.82288477,0.007068282,1.554121437,371.8636583,0.204980166,1.640329552,1094.94925,0.954107573,3299852560,45241478.01,38874728.37,0.013710151,0.011780747,140764801.7,0.042657906,467558346.1,608323147.8,0.141690678,0.184348584
246,86,Miscanthus,112N,Carbon,47,f,37.87,0.035064815,39.06003785,4.082977464,0.23623707,0.431876421,2.028815781,3.708976318,5.737792099,-28.3666608,-47.90430179,47,7,0.048403178,0.052001253,12.04013111,0.00557668,47,0.040734637,9.431510629,0.004368434,0.073182519,9.734626673,0.003681292,1.975928,262.8349202,0.099394885,3.616257552,1357.78417,1.053502458,3063138123,31950541.38,19997825.55,0.010430656,0.006528542,84616260.68,0.027624043,340743457.4,425359718.1,0.111239991,0.138864035
247,0,Miscanthus,112N,Nitrogen,48,a,37.589,0.03480463,39.06003785,4.326737313,0.815944195,7.951785293,6.563521995,63.96481275,70.52833475,0,0,48,1,0.035111885,0.009560434,10.36366113,0.921791401,48,0.01193552,12.93829123,1.150790773,0,0,0,0,0,0,0,0,0,532006194,3198987.04,6009035.25,0.006013064,0.011295048,37123853.54,0.069780867,221728960.5,258852814,0.416778908,0.486559775
248,4,Miscanthus,112N,Nitrogen,48,b,38.111,0.035287963,39.06003785,4.370614085,0.369004642,11.1013252,2.979311802,89.63114675,92.61045855,22.08212381,22.08212381,48,2,0.043058879,-0.000155698,8.967184889,1.31118411,48,-0.00014564,8.387895833,1.226480313,0.00589494,10.66309353,1.188635543,0.02357976,42.65237413,4.754542171,0.02357976,42.65237413,4.754542171,8410754640,26834222.5,46444654.23,0.003190465,0.005522056,276687279.4,0.032896844,1497311435,1773998714,0.178023435,0.210920279
249,15,Miscanthus,112N,Nitrogen,48,c,38.411,0.035565741,39.06003785,4.28346994,-0.04397361,12.77940849,0,106.1076967,106.1076967,13.49723815,35.57936196,48,3,0.034576255,0.008574346,9.098210959,0.991048068,48,0.008478181,8.996171056,0.979933086,0.004166271,8.692033444,1.103206699,0.045828978,95.61236789,12.13527369,0.069408738,138.264742,16.88981587,4211184008,26054356.71,54656763.12,0.006186943,0.012978954,174986740.8,0.04155286,855999819.7,1030986561,0.203268206,0.244821067
250,30,Miscanthus,112N,Nitrogen,48,d,41.342,0.03827963,39.06003785,4.31454932,-0.177977959,13.28118069,0,117.8335534,117.8335534,11.7258567,47.30521866,48,4,0.042465193,0.002024569,9.561560106,0.709617308,48,0.001805505,8.526973702,0.632834816,0.005141843,8.761572379,0.806383951,0.077127648,131.4235857,12.09575926,0.146536386,269.6883277,28.98557513,6640576015,17818719.56,35191971.86,0.002683309,0.005299536,211189431.5,0.031802878,581974497.4,793163928.9,0.087639159,0.119442037
251,59,Miscanthus,112N,Nitrogen,48,e,37.5,0.034722222,39.06003785,3.652131932,-0.018124644,11.07395245,0,105.284323,105.284323,-12.5492304,34.75598826,48,6,0.042944928,0.002299511,7.98344042,0.325566164,48,0.002083253,7.232635891,0.294948218,0.001944379,7.879804796,0.463891517,0.056386999,228.5143391,13.45285398,0.202923386,498.2026668,42.43842911,1200459480,6948345.39,19219476.89,0.005788072,0.0160101,42492301.52,0.035396698,160887083.2,203379384.8,0.134021253,0.169417951
252,86,Miscanthus,112N,Nitrogen,48,f,37.39,0.03462037,39.06003785,4.311502322,-0.177177802,10.29966951,0,82.70397338,82.70397338,-22.58034962,12.17563864,48,7,0.046018127,-0.000734046,9.129280949,0.100792065,48,-0.000574715,7.147697607,0.078914343,0.000754269,7.190166749,0.18693128,0.020365267,194.1345022,5.047144563,0.223288653,692.337169,47.48557367,6391660471,3745769.41,17424047.64,0.00058604,0.00272606,240781090.5,0.037671133,626674319.8,867455410.3,0.098045621,0.135716754
253,0,Miscanthus,0N,Control,49,a,37.749,0.034952778,51.50953066,3.39190833,0.915745056,0.536107309,9.436526673,5.52445344,14.96098011,0,0,49,1,0.044316674,0.007081831,35.28414938,-0.001083513,49,0.008181395,40.76256226,-0.001251745,0,0,0,0,0,0,0,0,0,1579076395,6221898.91,5864819.29,0.003940214,0.003714082,125129984,0.079242514,601197896.3,726327880.4,0.380727556,0.45997007
254,4,Miscanthus,0N,Control,49,b,37.917,0.035108333,51.50953066,3.469977986,0.369004642,0.465581467,3.733492838,4.710632001,8.444124839,-6.516855274,-6.516855274,49,2,0.049939671,0.001443015,33.30266058,0.000660489,49,0.0013554,31.28064222,0.000620386,0.004768398,36.02160224,-0.00031568,0.019073591,144.086409,-0.001262718,0.019073591,144.086409,-0.001262718,2505989735,10475808.29,7380234.26,0.004180308,0.002945038,133698797.6,0.053351694,902899329.1,1036598127,0.360296499,0.413648194
255,15,Miscanthus,0N,Control,49,c,38.414,0.035568519,51.50953066,3.444278037,-0.068720016,0.77079695,0,7.95989908,7.95989908,-0.484225759,-7.001081033,49,3,0.051635576,-0.002536722,27.07934875,0.008183463,49,-0.00252987,27.00620694,0.008161359,-0.000587235,29.14342458,0.004390873,-0.006459585,320.5776704,0.0482996,0.012614006,464.6640793,0.047036881,7523527686,25340446.18,17519101.64,0.00336816,0.002328575,393247557.6,0.052269038,1240654544,1633902102,0.1649033,0.217172339
256,30,Miscanthus,0N,Control,49,d,41.336,0.038274074,51.50953066,3.316263198,-0.104597304,4.070943035,0,46.98407996,46.98407996,39.02418088,32.02309985,49,4,0.048646806,0.00078343,27.49795011,0.039393157,49,0.00069548,24.41097846,0.034970807,-0.000917195,25.7085927,0.021566083,-0.013757925,385.6288905,0.323491249,-0.001143918,850.2929699,0.37052813,10183576298,22400901.08,12684368.93,0.002199709,0.001245571,342283287.7,0.033611305,821901570.1,1164184858,0.08070854,0.114319844
257,59,Miscanthus,0N,Control,49,e,37.69,0.034898148,51.50953066,3.651817246,-0.240845444,11.66155106,0,111.4421969,111.4421969,64.45811694,96.48121679,49,6,0.047977266,0.0018057,21.36166277,0.04063464,49,0.001635197,19.3445866,0.036797712,0.001165338,21.87778253,0.03588426,0.033794816,634.4556934,1.040643534,0.032650898,1484.748663,1.411171664,9620675272,18983969.54,20389855.44,0.001973247,0.002119379,488295920.5,0.050754849,1155103743,1643399663,0.120064726,0.170819575
258,86,Miscanthus,0N,Control,49,f,37.66,0.03487037,51.50953066,3.541258976,0.033313761,9.619084701,0.328036778,94.71802216,95.04605894,-16.39613796,80.08507883,49,7,0.05177705,-0.002362945,19.1208015,0.102400783,49,-0.0018433,14.91587213,0.079881431,-0.000104052,17.13022937,0.058339572,-0.002809403,462.5161929,1.575168431,0.029841494,1947.264856,2.986340095,1392372178,8733416.61,7959245.89,0.006272329,0.005716321,52671073.58,0.037828301,257332740.9,310003814.5,0.184816061,0.222644361
259,0,Corn,112N,Control,4,a,37.803,0.035002778,41.89255076,3.807781149,0.490130999,0.344776659,4.505496977,3.169336767,7.674833744,0,0,4,1,0.064113566,-0.027334944,15.75044345,-0.000799767,4,-0.024978469,14.39263799,-0.000730821,0,0,0,0,0,0,0,0,0,1686855218,11761371.63,13693170.03,0.006972366,0.008117573,87450172.93,0.051842133,333512266.6,420962439.5,0.197712443,0.249554576
260,4,Corn,112N,Control,4,b,37.047,0.034302778,41.89255076,3.319678575,0.597044335,0.281346475,6.169356064,2.907198814,9.076554878,1.401721134,1.401721134,4,2,0.045301007,0.000359925,31.35585481,0.000459597,4,0.000327756,28.55339223,0.00041852,-0.012325356,21.47301511,-0.00015615,-0.049301425,85.89206044,-0.000624601,-0.049301425,85.89206044,-0.000624601,3248411160,12802806.67,18232029.57,0.003941252,0.005612599,105298225.6,0.032415301,418451802.9,523750028.5,0.128817376,0.161232677
261,15,Corn,112N,Control,4,c,38.35,0.035509259,41.89255076,3.507365636,-0.059699558,0.357265732,0,3.61702851,3.61702851,-5.459526368,-4.057805234,4,3,0.047075428,-0.010799008,17.93965994,0.000181385,4,-0.010701407,17.77752235,0.000179746,-0.005186825,23.16545729,0.000299133,-0.057055079,254.8200302,0.003290464,-0.106356503,340.7120907,0.002665863,6926392127,65742685.65,56505401.09,0.009491621,0.008157985,319307195.4,0.046100075,1141218002,1460525197,0.164763701,0.210863776
262,30,Corn,112N,Control,4,d,38.392,0.035548148,41.89255076,3.837997022,0.343492345,1.412067904,3.181481564,13.07880094,16.2602825,12.64325399,8.58544876,4,4,0.045806004,0.000580873,18.40400203,0.002970678,4,0.00051755,16.39774546,0.002646839,-0.005091928,17.08763391,0.001413292,-0.076378925,256.3145086,0.021199386,-0.182735428,597.0265993,0.023865249,11648633617,34882963.19,32316443.11,0.002994597,0.002774269,376429782.1,0.032315359,837319225,1213749007,0.071881326,0.104196685
263,59,Corn,112N,Control,4,e,37.553,0.034771296,41.89255076,4.936808887,0.345481594,0.325308734,2.433321432,2.291238458,4.72455989,-11.53572261,-2.950273854,4,6,0.044655327,0.000129035,18.51053858,0.000521144,4,0.00011712,16.80124523,0.00047302,0.000317335,16.59949535,0.00155993,0.009202715,481.385365,0.045237957,-0.173532713,1078.411964,0.069103206,7775809850,5781372.26,52712771.3,0.000743507,0.006779072,364147803.8,0.046830852,1070247958,1434395762,0.137638134,0.184468986
264,86,Corn,112N,Control,4,f,37.62,0.034833333,41.89255076,3.592783587,0.513481568,13.02405003,4.978389092,126.2728648,131.2512539,126.526694,123.5764201,4,7,0.070245578,-0.001170876,17.29149288,0.001710353,4,-0.000934693,13.80354225,0.001365349,-0.000408787,15.30239374,0.000919185,-0.011037245,413.1646309,0.024817993,-0.184569958,1491.576595,0.093921199,4813081152,11241106.8,22475313.85,0.002335532,0.004669631,210391205.7,0.043712374,572927671.3,783318877,0.119035531,0.162747906
265,0,Miscanthus,0N,Carbon,50,a,37.6,0.034814815,51.50953066,3.393363044,0.88994942,0.374599339,9.130595182,3.843268884,12.97386407,0,0,50,1,0.042063013,0.00984642,54.44075907,-0.001266913,50,0.011386039,62.95329822,-0.001465012,0,0,0,0,0,0,0,0,0,1600837260,6396597.6,6967035.26,0.003995783,0.00435212,106073218.3,0.066261088,495235176.9,601308395.2,0.309360101,0.375621189
266,4,Miscanthus,0N,Carbon,50,b,37.949,0.035137963,51.50953066,3.498587363,0.365232089,0.205197106,3.668198133,2.060891317,5.72908945,-7.244774616,-7.244774616,50,2,0.049032101,0.001205571,38.29925011,-0.003327216,50,0.001132681,35.98363646,-0.003126049,0.00625936,49.46846734,-0.00229553,0.02503744,197.8738694,-0.009182122,0.02503744,197.8738694,-0.009182122,2544579100,8093710.43,6978632.22,0.003180766,0.002742549,129630043.8,0.050943609,779852018.8,909482062.6,0.306475841,0.35741945
267,15,Miscanthus,0N,Carbon,50,c,38.373,0.035530556,51.50953066,3.364753668,-0.077310018,0.223557219,0,2.360681639,2.360681639,-3.368407811,-10.61318243,50,3,0.046872979,0.003090083,42.3488854,0.010054881,50,0.003084621,42.27402515,0.010037107,0.002108651,39.12883081,0.003455529,0.023195159,430.4171389,0.038010819,0.048232599,628.2910082,0.028828698,7603731336,27142161.03,17597999.86,0.003569584,0.00231439,387559572.7,0.050969656,1325194884,1712754457,0.174282181,0.225251838
268,30,Miscanthus,0N,Carbon,50,d,41.487,0.038413889,51.50953066,3.51895336,-0.171159224,2.537097404,0,27.69567193,27.69567193,25.33499029,14.72180786,50,4,0.048999137,0.002202916,32.11431446,0.00466083,50,0.001954869,28.49826699,0.004136024,0.002519745,35.38614607,0.007086565,0.037796177,530.7921911,0.106298478,0.086028776,1159.083199,0.135127176,12186017454,26563840.21,17560554.86,0.002179862,0.001441041,415682161.4,0.034111404,956781393.7,1372463555,0.078514691,0.112626095
269,59,Miscanthus,0N,Carbon,50,e,37.67,0.03487963,51.50953066,3.407910185,-0.258685847,8.543707741,0,87.44401861,87.44401861,59.74834668,74.47015454,50,6,0.048828684,0.001216132,23.59620578,0.046451888,50,0.00110131,21.36835673,0.042066107,0.00152809,24.93331186,0.023101066,0.0443146,723.066044,0.6699309,0.130343376,1882.149243,0.805058075,8807484886,44788965.31,21257394.6,0.00508533,0.00241356,453774521.7,0.051521465,1144907481,1598682002,0.129992557,0.181514022
270,86,Miscanthus,0N,Carbon,50,f,37.91,0.035101852,51.50953066,3.09126742,0.122150459,9.977594943,1.387038626,113.2972376,114.6842762,27.24025762,101.7104122,50,7,0.051132498,-0.001887339,21.54601257,0.044276975,50,-0.001471796,16.80213266,0.034528319,-0.000185243,19.0852447,0.038297213,-0.005001559,515.3016068,1.03402476,0.125341817,2397.45085,1.839082835,4330279344,58495431.5,9634998.02,0.013508466,0.002225029,203516881.9,0.046998557,561214825.1,764731706.9,0.129602453,0.17660101
271,0,Miscanthus,0N,Nitrogen,51,a,37.545,0.034763889,51.50953066,3.309959437,1.070518868,1.693140113,11.24346074,17.78273598,29.02619672,0,0,51,1,0.045635706,0.00566868,35.84149254,0.004851069,51,0.006556107,41.45244569,0.005610499,0,0,0,0,0,0,0,0,0,1926175013,7361552.81,6256916.21,0.00382185,0.003248363,160832538.4,0.083498403,683109740.2,843942278.6,0.354645728,0.438144132
272,4,Miscanthus,0N,Nitrogen,51,b,37.782,0.034983333,51.50953066,3.561140068,0.344558575,4.502198546,3.384817011,44.22794651,47.61276352,18.5865668,18.5865668,51,2,0.049159833,0.001673246,30.52177797,0.000238879,51,0.001573808,28.70792863,0.000224683,0.004064958,35.08018716,0.002917591,0.016259831,140.3207486,0.011670366,0.016259831,140.3207486,0.011670366,1879186671,9070018.19,5522255.88,0.004826566,0.002938641,105112954.2,0.055935345,693873273,798986227.2,0.36924127,0.425176615
