jar_id,rev_name,date_T0,time_T0,analysis_date_T0,CH4.ppm_T0,CO2.ppm.cor_T0,N2O.ppm.cor_T0,timestamp_T0,goodtime_T0,doe_T0,sampling_id_T0,event_id_T0,event,crop_T0,fert_T0,addition_T0,Rep2,dry_weight_g_T0,CH4C_ug_g_T0,CO2C_ug_g_T0,N2ON_ug_g_T0,date_T1,time_T1,analysis_date_T1,CH4.ppm_T1,CO2.ppm.cor_T1,N2O.ppm.cor_T1,timestamp_T1,goodtime_T1,doe_T1,sampling_id_T1,event_id_T1,crop_T1,fert_T1,addition_T1,dry_weight_g_T1,CH4C_ug_g_T1,CO2C_ug_g_T1,N2ON_ug_g_T1,CH4C_flux_ug_g,CO2C_flux_ug_g,N2ON_flux_ug_g,sample_date,time_dif,CH4C_flux_ug_g_d,CO2C_flux_ug_g_d,N2ON_flux_ug_g_d,diff.day,CH4_flux_ug_g_d_avg,CO2_flux_ug_g_d_avg,N2O_flux_ug_g_d_avg,CH4_flux_ug_g_avg,CO2_flux_ug_g_avg,N2O_flux_ug_g_avg,cum_CH4_flux_ug_g,cum_CO2_flux_ug_g,cum_N2O_flux_ug_g
17,17e,3/12/21,8:43:53,4/10/21,1.91125715,597.361441,0.22054314,3/12/21 8:43,3/12/21 8:43,59,11,5.5,6,Corn,336N,Carbon,Corn-336N-Carbon-59,10.99458877,0.040237778,12.57627566,0.010833909,3/13/21,11:11:07,4/10/21,2.06243947,1179.05268,0.24881664,3/13/21 11:11,3/13/21 11:11,60,12,6,Corn,336N,Carbon,10.99458877,0.043420625,24.8226459,0.01222281,0.003182848,12.24637024,0.001388901,17,26.45388889,0.002887604,11.11038483,0.001260065,29,0.002147619,13.75000138,0.000938498,0.062280946,398.7500401,0.027216431,0.033498772,1051.646094,0.476324646
18,18e,3/12/21,8:44:24,4/10/21,2.02928052,586.073664,0.22035672,3/12/21 8:44,3/12/21 8:44,59,11,5.5,6,Corn,336N,Nitrogen,Corn-336N-Nitrogen-59,10.99458877,0.042722529,12.33863362,0.010824752,3/13/21,11:11:38,4/10/21,2.07171274,1044.25767,0.24675713,3/13/21 11:11,3/13/21 11:11,60,12,6,Corn,336N,Nitrogen,10.99458877,0.043615856,21.98480086,0.012121639,0.000893327,9.646167241,0.001296888,18,26.45388889,0.000810461,8.751379231,0.001176587,29,0.001405721,9.770347872,0.00083833,0.040765906,283.3400883,0.024311565,-0.056603862,644.3714215,0.024593442
19,19e,3/12/21,8:45:05,4/10/21,2.05429024,568.627631,0.21941491,3/12/21 8:45,3/12/21 8:45,59,11,5.5,6,Corn,112N,Control,Corn-112N-Control-59,10.92691741,0.043516904,12.04548112,0.010845239,3/13/21,11:12:15,4/10/21,2.06918367,1083.9648,0.24708004,3/13/21 11:12,3/13/21 11:12,60,12,6,Corn,112N,Control,10.92691741,0.043832398,22.9620877,0.012212671,0.000315494,10.91660658,0.001367432,19,26.45277778,0.00028624,9.904387361,0.00124064,29,0.004746852,11.13099604,0.009847988,0.137658702,322.798885,0.285591658,-0.09347228,846.9832295,2.88083176
20,20e,3/12/21,8:45:45,4/10/21,2.10964882,595.508191,0.22418868,3/12/21 8:45,3/12/21 8:45,59,11,5.5,6,Corn,112N,Carbon,Corn-112N-Carbon-59,10.92691741,0.044689589,12.61490346,0.011081197,3/13/21,11:12:47,4/10/21,2.66463971,1433.6381,0.27365544,3/13/21 11:12,3/13/21 11:12,60,12,6,Corn,112N,Carbon,10.92691741,0.056446197,30.36936603,0.013526239,0.011756608,17.75446257,0.002445043,20,26.45055556,0.010667398,16.10957096,0.002218518,29,0.005957204,15.68598075,0.001735384,0.17275891,454.8934418,0.050326137,0.185664396,1017.993923,0.104094799
21,21e,3/12/21,8:46:13,4/10/21,1.95340835,553.283533,0.22441683,3/12/21 8:46,3/12/21 8:46,59,11,5.5,6,Corn,112N,Nitrogen,Corn-112N-Nitrogen-59,10.92691741,0.04137988,11.72044056,0.011092474,3/13/21,11:13:42,4/10/21,2.01691617,817.653292,0.23918069,3/13/21 11:13,3/13/21 11:13,60,12,6,Corn,112N,Nitrogen,10.92691741,0.042725194,17.32069768,0.011822221,0.001345313,5.600257121,0.000729748,21,26.45805556,0.001220328,5.079971603,0.000661952,29,0.000528251,5.465018877,0.04056516,0.015319289,158.4855474,1.176389636,-0.61872678,474.2085618,6.37675475
22,22e,3/12/21,8:46:42,4/10/21,2.05822435,926.721017,0.22085672,3/12/21 8:46,3/12/21 8:46,59,11,5.5,6,Corn,336N,Control,Corn-336N-Control-59,10.32616007,0.046136826,20.77322915,0.011551607,3/13/21,11:14:13,4/10/21,2.01185802,1736.71445,0.24365861,3/13/21 11:14,3/13/21 11:14,60,12,6,Corn,336N,Control,10.32616007,0.045097486,38.92991157,0.012744228,-0.00103934,18.15668242,0.001192621,22,26.45861111,-0.000942762,16.46951067,0.0010818,29,0.000323109,16.3943718,0.001710258,0.009370163,475.4367821,0.049597495,-0.231624056,1036.827152,0.107332645
23,23e,3/12/21,8:47:10,4/10/21,1.98797234,1027.64488,0.21958904,3/12/21 8:47,3/12/21 8:47,59,11,5.5,6,Corn,336N,Carbon,Corn-336N-Carbon-59,10.32616007,0.044562068,23.03552222,0.011485303,3/13/21,11:14:46,4/10/21,2.06019141,2050.48449,0.24130426,3/13/21 11:14,3/13/21 11:14,60,12,6,Corn,336N,Carbon,10.32616007,0.046180919,45.96333028,0.012621087,0.001618851,22.92780806,0.001135785,23,26.46,0.001468346,20.79619779,0.00103019,29,0.00144669,21.0810267,0.000861902,0.041953996,611.3497744,0.024995144,0.110615406,1401.370968,0.072574889
24,24e,3/12/21,8:47:37,4/10/21,2.06300149,877.07526,0.22126509,3/12/21 8:47,3/12/21 8:47,59,11,5.5,6,Corn,336N,Nitrogen,Corn-336N-Nitrogen-59,10.32616007,0.046243909,19.66037785,0.011572966,3/13/21,11:15:19,4/10/21,2.00651887,1775.56091,0.24598203,3/13/21 11:15,3/13/21 11:15,60,12,6,Corn,336N,Nitrogen,10.32616007,0.044977804,39.80068756,0.012865752,-0.001266105,20.14030971,0.001292786,24,26.46166667,-0.001148323,18.26670402,0.001172521,29,-0.000846914,19.40743781,0.000806954,-0.02456052,562.8156964,0.023401664,0.277322899,1169.862715,0.198349862
25,25e,3/12/21,8:48:22,4/10/21,1.99949367,1125.04623,0.22110131,3/12/21 8:48,3/12/21 8:48,59,11,5.5,6,Corn,336N,Control,Corn-336N-Control-59,10.18043625,0.045461891,25.57984051,0.011729934,3/13/21,11:16:18,4/10/21,2.02759448,2089.51286,0.24445485,3/13/21 11:16,3/13/21 11:16,60,12,6,Corn,336N,Control,10.18043625,0.046100811,47.50863056,0.012968893,0.00063892,21.92879005,0.001238959,25,26.46555556,0.000579397,19.88588375,0.001123537,29,0.000895286,19.3028613,0.000748583,0.025963303,559.7829777,0.021708914,-0.219938566,1185.230207,0.056452599
26,26e,3/12/21,8:48:46,4/10/21,2.10908681,1252.85033,0.22361265,3/12/21 8:48,3/12/21 8:48,59,11,5.5,6,Corn,336N,Carbon,Corn-336N-Carbon-59,10.18043625,0.047953678,28.48568421,0.011863166,3/13/21,11:16:49,4/10/21,2.00230375,2223.44657,0.24190113,3/13/21 11:16,3/13/21 11:16,60,12,6,Corn,336N,Carbon,10.18043625,0.045525783,50.55384137,0.012833412,-0.002427895,22.06815716,0.000970246,26,26.4675,-0.002201548,20.01079709,0.000879792,29,-0.000569094,19.71483329,0.00107323,-0.016503716,571.7301655,0.031123658,0.141526401,1393.242365,0.072646236
27,27e,3/12/21,8:49:20,4/10/21,2.05007512,1184.49445,0.2247525,3/12/21 8:49,3/12/21 8:49,59,11,5.5,6,Corn,336N,Nitrogen,Corn-336N-Nitrogen-59,10.18043625,0.046611946,26.93149695,0.011923638,3/13/21,11:17:19,4/10/21,2.00202274,2121.2286,0.24330304,3/13/21 11:17,3/13/21 11:17,60,12,6,Corn,336N,Nitrogen,10.18043625,0.045519394,48.22974188,0.012907787,-0.001092553,21.29824492,0.000984149,27,26.46638889,-0.000990738,19.31347266,0.000892437,29,0.000575914,18.02628424,0.002593289,0.016701513,522.7622428,0.07520539,-0.157259218,1123.948382,0.217320296
28,28e,3/12/21,8:49:48,4/10/21,2.04586,906.274936,0.23053877,3/12/21 8:49,3/12/21 8:49,59,11,5.5,6,Corn,0N,Control,Corn-0N-Control-59,10.57033625,0.044800304,19.84563588,0.011779472,3/13/21,11:18:16,4/10/21,2.08407709,1665.99237,0.28076293,3/13/21 11:18,3/13/21 11:18,60,12,6,Corn,0N,Control,10.57033625,0.045637183,36.48195116,0.014345695,0.000836879,16.63631528,0.002566224,28,26.47444444,0.00075866,15.08139548,0.002326371,29,0.001581374,18.85170221,0.001541878,0.045859837,546.6993642,0.044714452,0.100315065,1237.47028,0.06568479
29,29e,3/12/21,8:50:13,4/10/21,2.03265262,928.886412,0.225477,3/12/21 8:50,3/12/21 8:50,59,11,5.5,6,Corn,0N,Carbon,Corn-0N-Carbon-59,10.57033625,0.044511088,20.34078267,0.011520838,3/13/21,11:19:01,4/10/21,1.98769133,2483.17044,0.24663766,3/13/21 11:19,3/13/21 11:19,60,12,6,Corn,0N,Carbon,10.57033625,0.043526525,54.37654119,0.012602051,-0.000984564,34.03575852,0.001081212,29,26.48,-0.000892354,30.84811951,0.000979951,29,0.000613903,27.11682913,0.00199589,0.017803179,786.3880449,0.057880796,0.013082987,1542.313431,0.05712956
30,30e,3/12/21,8:50:40,4/10/21,2.03040456,849.531129,0.25101339,3/12/21 8:50,3/12/21 8:50,59,11,5.5,6,Corn,0N,Nitrogen,Corn-0N-Nitrogen-59,10.57033625,0.04446186,18.60305828,0.01282563,3/13/21,11:19:33,4/10/21,2.05794334,3134.35744,0.37905483,3/13/21 11:19,3/13/21 11:19,60,12,6,Corn,0N,Nitrogen,10.57033625,0.045064905,68.63625375,0.01936796,0.000603045,50.03319547,0.006542329,30,26.48138889,0.000546538,45.34492871,0.005929292,29,0.001679868,32.17141427,0.00368986,0.048716175,932.9710138,0.107005942,0.107610255,1561.420335,0.221356205
31,31e,3/12/21,8:51:10,4/10/21,2.03771076,680.104458,0.24632235,3/12/21 8:51,3/12/21 8:51,59,11,5.5,6,Corn,112N,Control,Corn-112N-Control-59,10.9210547,0.043188867,14.41467621,0.012181755,3/13/21,11:20:04,4/10/21,2.05429024,3078.76567,1.21338115,3/13/21 11:20,3/13/21 11:20,60,12,6,Corn,112N,Control,10.9210547,0.043540265,65.25381469,0.060007191,0.000351399,50.83913847,0.047825436,31,26.48166667,0.000318468,46.07486903,0.043343588,29,0.001320156,31.51028053,0.022151223,0.038284523,913.7981353,0.642385472,0.077268959,1510.57251,0.777958355
32,32e,3/12/21,8:51:43,4/10/21,2.02618944,702.728911,0.23014121,3/12/21 8:51,3/12/21 8:51,59,11,5.5,6,Corn,112N,Carbon,Corn-112N-Carbon-59,10.9210547,0.042944675,14.89419691,0.011381525,3/13/21,11:20:41,4/10/21,2.04670302,4039.31229,0.35147019,3/13/21 11:20,3/13/21 11:20,60,12,6,Corn,112N,Carbon,10.9210547,0.043379456,85.61240571,0.017381792,0.000434781,70.7182088,0.006000267,32,26.48277778,0.00039402,64.08833037,0.005437738,29,-0.000401721,41.26942811,-0.002924634,-0.011649912,1196.813415,-0.08481439,-0.00367742,2020.792828,1.469579172
33,33e,3/12/21,8:52:15,4/10/21,2.05176117,776.888309,0.2260207,3/12/21 8:52,3/12/21 8:52,59,11,5.5,6,Corn,112N,Nitrogen,Corn-112N-Nitrogen-59,10.9210547,0.043486662,16.46599033,0.011177747,3/13/21,11:21:21,4/10/21,2.0284375,4420.38618,0.27524079,3/13/21 11:21,3/13/21 11:21,60,12,6,Corn,112N,Nitrogen,10.9210547,0.042992322,93.68918961,0.013611903,-0.00049434,77.22319929,0.002434156,33,26.485,-0.000447958,69.97760177,0.002205767,29,0.001315028,42.40209278,0.002015162,0.038135804,1229.660691,0.058439693,0.17524476,1794.77822,0.065007493
34,34e,3/12/21,8:52:47,4/10/21,2.09025927,771.66478,0.23543663,3/12/21 8:52,3/12/21 8:52,59,11,5.5,6,Corn,0N,Control,Corn-0N-Control-59,10.33442753,0.046817432,17.28367563,0.012304338,3/13/21,11:21:51,4/10/21,2.01775919,5561.90849,0.46698601,3/13/21 11:21,3/13/21 11:21,60,12,6,Corn,0N,Control,10.33442753,0.045193582,124.5751066,0.024405521,-0.00162385,107.2914309,0.012101183,34,26.48444444,-0.00147152,97.22667009,0.010965999,29,0.000440091,60.59181003,0.006234944,0.012762639,1757.162491,0.180813371,0.231751812,2566.408393,0.145178468
35,35e,3/12/21,8:53:20,4/10/21,2.04389294,779.832163,0.22518933,3/12/21 8:53,3/12/21 8:53,59,11,5.5,6,Corn,0N,Carbon,Corn-0N-Carbon-59,10.33442753,0.045778923,17.46660791,0.011768796,3/13/21,11:22:24,4/10/21,2.03939681,6651.5198,0.26395147,3/13/21 11:22,3/13/21 11:22,60,12,6,Corn,0N,Carbon,10.33442753,0.045678219,148.9801189,0.013794574,-0.000100704,131.513511,0.002025779,35,26.48444444,-9.13E-05,119.1765328,0.001835745,29,0.000499393,72.50607483,0.001389906,0.014482408,2102.67617,0.040307279,0.059262277,3088.883766,-0.002701647
36,36e,3/12/21,8:53:54,4/10/21,1.9935925,738.782202,0.22675457,3/12/21 8:53,3/12/21 8:53,59,11,5.5,6,Corn,0N,Nitrogen,Corn-0N-Nitrogen-59,10.33442753,0.044652299,16.54717472,0.011850598,3/13/21,11:22:53,4/10/21,2.05091814,6504.64642,0.26874441,3/13/21 11:22,3/13/21 11:22,60,12,6,Corn,0N,Nitrogen,10.33442753,0.045936273,145.6904626,0.014045062,0.001283974,129.1432879,0.002194464,36,26.48305556,0.001163589,117.0347924,0.001988711,29,0.002088758,69.9834751,0.001650089,0.060573978,2029.520778,0.04785259,-0.131633315,2750.246453,0.011525628
37,37e,3/12/21,8:56:08,4/10/21,2.04979411,1304.94763,0.2272199,3/12/21 8:56,3/12/21 8:56,59,11,5.5,6,Miscanthus,336N,Control,Miscanthus-336N-Control-59,9.271147252,0.051176504,32.58017827,0.013236816,3/13/21,11:24:21,4/10/21,1.9865673,12260.1234,0.27161136,3/13/21 11:24,3/13/21 11:24,60,12,6,Miscanthus,336N,Control,9.271147252,0.049597942,306.0942806,0.015822864,-0.001578562,273.5141023,0.002586048,37,26.47027778,-0.001431246,247.9890279,0.002344711,29,0.000701793,135.2663212,0.001473985,0.020351983,3922.723315,0.042745561,0.011547622,4709.568732,0.01994818
38,38e,3/12/21,8:56:39,4/10/21,2.02478439,1137.12631,0.2275016,3/12/21 8:56,3/12/21 8:56,59,11,5.5,6,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-59,9.271147252,0.050552095,28.39024115,0.013253226,3/13/21,11:24:56,4/10/21,2.05738133,11898.4919,0.27486747,3/13/21 11:24,3/13/21 11:24,60,12,6,Miscanthus,336N,Carbon,9.271147252,0.051365931,297.0655514,0.01601255,0.000813837,268.6753103,0.002759324,38,26.47138889,0.000737856,243.5915801,0.002501711,29,-3.96E-05,124.0310956,0.001327209,-0.001148207,3596.901771,0.038489052,0.00774751,4411.305099,0.024492751
39,39e,3/12/21,8:57:08,4/10/21,2.05513326,931.425775,0.2314367,3/12/21 8:57,3/12/21 8:57,59,11,5.5,6,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-59,9.271147252,0.051309805,23.2545867,0.013482468,3/13/21,11:25:29,4/11/21,2.06306278,2115.96746,0.21601228,3/13/21 11:25,3/13/21 11:25,60,12,6,Miscanthus,336N,Nitrogen,9.271147252,0.051507778,52.82863119,0.01258391,0.000197974,29.57404449,-0.000898558,39,26.4725,0.000179483,26.81186393,-0.000814634,29,0.00087325,24.57738768,0.000214589,0.025324241,712.7442426,0.006223081,-0.274533711,1443.829391,-0.015819807
40,40e,3/12/21,8:57:42,4/10/21,2.00455182,1023.28089,0.22819606,3/12/21 8:57,3/12/21 8:57,59,11,5.5,6,Miscanthus,112N,Control,Miscanthus-112N-Control-59,9.689180785,0.047887711,24.44565379,0.012720135,3/13/21,11:26:03,4/11/21,2.02957288,2066.0589,0.20250557,3/13/21 11:26,3/13/21 11:26,60,12,6,Miscanthus,112N,Control,9.689180785,0.048485451,49.35708374,0.011288092,0.00059774,24.91142995,-0.001432043,40,26.4725,0.000541912,22.58473203,-0.001298292,29,0.001043797,20.81221324,1.70E-05,0.030270106,603.5541839,0.000492254,0.085490622,1190.281657,-0.038613463
41,41e,3/12/21,8:58:09,4/10/21,2.02984254,1026.77114,0.22837646,3/12/21 8:58,3/12/21 8:58,59,11,5.5,6,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-59,9.689180785,0.048491894,24.52903406,0.012730191,3/13/21,11:26:44,4/11/21,2.01775292,2134.25907,0.20037184,3/13/21 11:26,3/13/21 11:26,60,12,6,Miscanthus,112N,Carbon,9.689180785,0.048203079,50.9863507,0.011169154,-0.000288815,26.45731663,-0.001561037,41,26.47638889,-0.000261801,23.98271161,-0.00141503,29,0.000411458,22.17650379,-6.63E-05,0.011932273,643.1186098,-0.001922629,-0.121078041,1425.857157,0.181340327
42,42e,3/12/21,8:58:37,4/10/21,2.05204218,938.015957,0.23066582,3/12/21 8:58,3/12/21 8:58,59,11,5.5,6,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-59,9.689180785,0.049022232,22.40871842,0.012857805,3/13/21,11:27:18,4/11/21,2.08332557,1936.06656,0.19953227,3/13/21 11:27,3/13/21 11:27,60,12,6,Miscanthus,112N,Nitrogen,9.689180785,0.049769576,46.25163364,0.011122354,0.000747344,23.84291522,-0.00173545,42,26.47805556,0.000677401,21.61147989,-0.001573031,29,0.000728965,20.09848527,-0.000175943,0.021139991,582.8560728,-0.005102343,-0.233703496,1252.391729,-0.045937075
43,43e,3/12/21,8:59:13,4/10/21,2.04164488,615.948689,1.13824819,3/12/21 8:59,3/12/21 8:59,59,11,5.5,6,Miscanthus,336N,Control,Miscanthus-336N-Control-59,11.35112405,0.041632758,12.56028569,0.054158763,3/13/21,11:28:04,4/11/21,2.11794118,955.919772,12.1908211,3/13/21 11:28,3/13/21 11:28,60,12,6,Miscanthus,336N,Control,11.35112405,0.043188575,19.49289875,0.580049058,0.001555817,6.932613064,0.525890295,43,26.48083333,0.001410061,6.283137371,0.47662273,29,0.001746771,7.351736872,0.294794426,0.050656359,213.2003693,8.549038354,0.11850224,536.0691634,11.59000936
44,44e,3/12/21,8:59:41,4/10/21,2.06834064,647.321186,1.09236954,3/12/21 8:59,3/12/21 8:59,59,11,5.5,6,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-59,11.35112405,0.042177132,13.20002652,0.05197582,3/13/21,11:28:41,4/11/21,1.92319321,1153.10645,12.4881187,3/13/21 11:28,3/13/21 11:28,60,12,6,Miscanthus,336N,Carbon,11.35112405,0.039217319,23.51388468,0.594194717,-0.002959813,10.31385816,0.542218897,44,26.48333333,-0.002682273,9.346731121,0.491375212,29,1.50E-05,9.777950985,0.533626207,0.000435021,283.5605786,15.47515999,0.036468861,964.2203503,34.84632525
45,45e,3/12/21,9:00:11,4/10/21,2.00483282,600.222312,1.05719617,3/12/21 9:00,3/12/21 9:00,59,11,5.5,6,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-59,11.35112405,0.040882095,12.23959698,0.050302243,3/13/21,11:29:18,4/11/21,2.08529557,876.396903,11.8272508,3/13/21 11:29,3/13/21 11:29,60,12,6,Miscanthus,336N,Nitrogen,11.35112405,0.042522873,17.87128648,0.562750091,0.001640778,5.631689497,0.512447848,45,26.48527778,0.001486814,5.103233165,0.46436169,29,0.001918106,5.833316453,0.524546047,0.055625074,169.1661771,15.21183538,-0.165102448,406.2148199,35.14962993
46,46e,3/12/21,9:00:35,4/10/21,2.02113129,743.921274,0.23006917,3/12/21 9:00,3/12/21 9:00,59,11,5.5,6,Miscanthus,112N,Control,Miscanthus-112N-Control-59,11.19816387,0.041777415,15.3770849,0.011096404,3/13/21,11:29:51,4/11/21,2.07966701,1149.022,0.60217232,3/13/21 11:29,3/13/21 11:29,60,12,6,Miscanthus,112N,Control,11.19816387,0.042987366,23.75064334,0.029043209,0.001209952,8.373558434,0.017946806,46,26.48777778,0.001096311,7.587099382,0.016261211,29,0.001734667,8.094642103,0.149634094,0.050305335,234.744621,4.339388712,0.055154318,510.299757,25.2257818
47,47e,3/12/21,9:01:05,4/10/21,2.17203261,728.52034,0.25021634,3/12/21 9:01,3/12/21 9:01,59,11,5.5,6,Miscanthus,112N,Carbon,Miscanthus-112N-Carbon-59,11.19816387,0.044896592,15.05874279,0.012068116,3/13/21,11:30:27,4/11/21,7.81234941,1264.50287,0.31873539,3/13/21 11:30,3/13/21 11:30,60,12,6,Miscanthus,112N,Carbon,11.19816387,0.1614837,26.13766896,0.01537284,0.116587109,11.07892617,0.003304724,47,26.48944444,0.1056304,10.03774272,0.00299415,29,0.053590394,12.82288477,0.007068282,1.554121437,371.8636583,0.204980166,1.640329552,1094.94925,0.954107573
48,48e,3/12/21,9:01:41,4/10/21,2.07761391,710.717013,0.7320778,3/12/21 9:01,3/12/21 9:01,59,11,5.5,6,Miscanthus,112N,Nitrogen,Miscanthus-112N-Nitrogen-59,11.19816387,0.042944928,14.69074247,0.035308645,3/13/21,11:31:10,4/11/21,2.18886097,1096.94439,7.48225919,3/13/21 11:31,3/13/21 11:31,60,12,6,Miscanthus,112N,Nitrogen,11.19816387,0.045244439,22.67418288,0.360874809,0.002299511,7.98344042,0.325566164,48,26.49138889,0.002083253,7.232635891,0.294948218,29,0.001944379,7.879804796,0.463891517,0.056386999,228.5143391,13.45285398,0.202923386,498.2026668,42.43842911
49,49e,3/12/21,9:02:37,4/10/21,2.011015,1039.15549,0.27895127,3/12/21 9:02,3/12/21 9:02,59,11,5.5,6,Miscanthus,0N,Control,Miscanthus-0N-Control-59,9.702276927,0.047977266,24.79138115,0.01552835,3/13/21,11:32:46,4/11/21,2.08670271,1934.55091,1.00891192,3/13/21 11:32,3/13/21 11:32,60,12,6,Miscanthus,0N,Control,9.702276927,0.049782966,46.15304392,0.05616299,0.0018057,21.36166277,0.04063464,49,26.5025,0.001635197,19.3445866,0.036797712,29,0.001165338,21.87778253,0.03588426,0.033794816,634.4556934,1.040643534,0.032650898,1484.748663,1.411171664
50,50e,3/12/21,9:03:07,4/10/21,2.04670302,749.229069,0.29767963,3/12/21 9:03,3/12/21 9:03,59,11,5.5,6,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-59,9.702276927,0.048828684,17.87453716,0.0165709,3/13/21,11:33:15,4/11/21,2.09767839,1738.28759,1.13214132,3/13/21 11:33,3/13/21 11:33,60,12,6,Miscanthus,0N,Carbon,9.702276927,0.050044815,41.47074294,0.063022788,0.001216132,23.59620578,0.046451888,50,26.50222222,0.00110131,21.36835673,0.042066107,29,0.00152809,24.93331186,0.023101066,0.0443146,723.066044,0.6699309,0.130343376,1882.149243,0.805058075
51,51e,3/12/21,9:03:34,4/10/21,2.02534641,726.500138,0.25065153,3/12/21 9:03,3/12/21 9:03,59,11,5.5,6,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-59,9.702276927,0.048319174,17.33228761,0.013952992,3/13/21,11:33:46,4/11/21,2.07206847,1646.94405,0.49010671,3/13/21 11:33,3/13/21 11:33,60,12,6,Miscanthus,0N,Nitrogen,9.702276927,0.049433833,39.29153825,0.027282717,0.001114659,21.95925063,0.013329726,51,26.50333333,0.001009376,19.88512194,0.012070686,29,0.001324045,23.25190173,0.006881333,0.038397301,674.30515,0.199558665,-0.439825848,1585.009983,0.196113813
52,52e,3/12/21,9:04:02,4/10/21,2.10430967,824.61211,0.23060561,3/12/21 9:04,3/12/21 9:04,59,11,5.5,6,Miscanthus,0N,Control,Miscanthus-0N-Control-59,10.78286589,0.045171998,17.70147096,0.011550647,3/13/21,11:34:24,4/11/21,3.2627891,1508.27861,0.30656646,3/13/21 11:34,3/13/21 11:34,60,12,6,Miscanthus,0N,Control,10.78286589,0.070040405,32.37734408,0.015355398,0.024868408,14.67587312,0.003804751,52,26.50611111,0.022517139,13.2882924,0.003445018,29,0.012527439,14.59694661,0.002736888,0.363295736,423.3114516,0.079369758,0.152929955,955.7808527,0.174122843
53,53e,3/12/21,9:04:26,4/10/21,2.12060814,757.923897,0.23730885,3/12/21 9:04,3/12/21 9:04,59,11,5.5,6,Miscanthus,0N,Carbon,Miscanthus-0N-Carbon-59,10.78286589,0.045521868,16.26991369,0.011886401,3/13/21,11:34:57,4/11/21,3.89290573,1404.3758,0.38420306,3/13/21 11:34,3/13/21 11:34,60,12,6,Miscanthus,0N,Carbon,10.78286589,0.083566754,30.14692259,0.019244084,0.038044887,13.8770089,0.007357684,53,26.50861111,0.034444554,12.56377455,0.006661398,29,0.018606259,14.76248145,0.004250613,0.539581499,428.1119619,0.123267776,0.492061441,1116.159888,0.082601739
54,54e,3/12/21,9:04:54,4/10/21,2.05541427,617.038552,0.5406048,3/12/21 9:04,3/12/21 9:04,59,11,5.5,6,Miscanthus,0N,Nitrogen,Miscanthus-0N-Nitrogen-59,10.78286589,0.044122389,13.24560952,0.027077984,3/13/21,11:35:49,4/11/21,2.06137421,1218.07746,4.54094937,3/13/21 11:35,3/13/21 11:35,60,12,6,Miscanthus,0N,Nitrogen,10.78286589,0.044250327,26.14776393,0.227448509,0.000127939,12.90215442,0.200370524,54,26.51527778,0.000115802,11.6782373,0.181363085,29,0.000336593,12.55311275,0.206534444,0.009761205,364.0402698,5.989498864,0.035532646,919.5620526,9.427914057
55,55e,3/12/21,9:05:20,4/10/21,2.01129601,1060.82009,0.2352185,3/12/21 9:05,3/12/21 9:05,59,11,5.5,6,Miscanthus,336N,Control,Miscanthus-336N-Control-59,9.460169749,0.049211989,25.95593387,0.013428985,3/13/21,11:36:25,4/11/21,2.04364427,2167.33303,0.32217833,3/13/21 11:36,3/13/21 11:36,60,12,6,Miscanthus,336N,Control,9.460169749,0.050003479,53.02987125,0.018393655,0.000791491,27.07393739,0.00496467,55,26.51805556,0.000716334,24.50309737,0.004493244,29,-0.000438678,24.55115425,0.006319961,-0.012721668,711.9834733,0.18327887,-0.033354111,1467.069115,0.19845315
56,56e,3/12/21,9:05:51,4/10/21,2.03911581,1088.38565,0.22927301,3/12/21 9:05,3/12/21 9:05,59,11,5.5,6,Miscanthus,336N,Carbon,Miscanthus-336N-Carbon-59,9.460169749,0.049892678,26.63040248,0.013089548,3/13/21,11:36:57,4/11/21,2.04476998,2340.20702,0.22762912,3/13/21 11:36,3/13/21 11:36,60,12,6,Miscanthus,336N,Carbon,9.460169749,0.050031023,57.25971748,0.012995696,0.000138345,30.629315,-9.39E-05,56,26.51833333,0.000125207,27.72057922,-8.49E-05,29,0.000267598,26.09897037,0.000946687,0.007760335,756.8701408,0.027453909,0.008310904,1742.382406,0.024365543
57,57e,3/12/21,9:06:20,4/10/21,2.00174174,916.412446,0.23701564,3/12/21 9:06,3/12/21 9:06,59,11,5.5,6,Miscanthus,336N,Nitrogen,Miscanthus-336N-Nitrogen-59,9.460169749,0.048978217,22.42259651,0.013531586,3/13/21,11:37:37,4/11/21,2.00902866,1973.8293,0.35578901,3/13/21 11:37,3/13/21 11:37,60,12,6,Miscanthus,336N,Nitrogen,9.460169749,0.049156512,48.29526068,0.02031254,0.000178295,25.87266417,0.006780954,57,26.52138889,0.000161344,23.41294955,0.006136288,29,-0.000597691,27.27847158,0.004173716,-0.017333036,791.0756757,0.121037765,-0.000501736,1569.499944,0.303672639
